#,Source,Total Samples,Samples,Top Stall #1 (Type),Top Stall #1 (Samples),Top Stall #2 (Type),Top Stall #2 (Samples),Top Stall #3 (Type),Top Stall #3 (Samples),Avg. Warp Latency,Instruction Mix,Dependency-Attributed Samples,Live Registers
,textcoverage.glsl,,,,,,,,,
1157,%379 = OpLoad %float %w,,,,,,,,0,,,
1158,%380 = OpLoad %float %x0,,,,,,,,0,,,
1159,%381 = OpFSub %float %379 %380,2,Selected,2,,,,,0,1,,23
1160,%382 = OpExtInst %float %4 FMin %378 %381,2,Selected,1,Math Pipe Throttle,1,,,0,1,,24
1161,OpStore %b_0 %382,,,,,,,,0,,,
1162,%384 = OpExtInst %void %1 DebugLine %33 %uint_58 %uint_58 %uint_0 %uint_0,,,,,,,,0,,,
,"return (clamp(y2, 0.0, h) - clamp(y0, 0.0, h)) * b;",19,Wait,12,Not Selected,3,Selected,3,0,,,25
1163,%383 = OpLoad %float %y2,,,,,,,,0,,,
1164,%386 = OpLoad %float %h,,,,,,,,0,,,
1165,%387 = OpExtInst %float %4 FClamp %383 %float_0 %386,1,Math Pipe Throttle,1,,,,,0,2,,24
1166,%388 = OpLoad %float %y0,,,,,,,,0,,,
1167,%389 = OpLoad %float %h,,,,,,,,0,,,
1168,%390 = OpExtInst %float %4 FClamp %388 %float_0 %389,14,Wait,9,Selected,3,Not Selected,2,0,2,,25
1169,%391 = OpFSub %float %387 %390,1,Wait,1,,,,,0,1,,24
1170,%392 = OpLoad %float %b_0,,,,,,,,0,,,
1171,%393 = OpFMul %float %391 %392,3,Wait,2,Not Selected,1,,,0,1,,24
1172,OpReturnValue %393,,,,,,,,0,1,,22
1173,%369 = OpLabel,,,,,,,,0,,,
1174,%400 = OpExtInst %void %1 DebugScope %69,,,,,,,,0,,,
1175,%401 = OpExtInst %void %1 DebugLine %33 %uint_61 %uint_61 %uint_0 %uint_0,,,,,,,,0,,,
1176,%399 = OpExtInst %void %1 DebugDeclare %396 %t0 %44,,,,,,,,0,,,
,"float t0 = solve_mono(y0, y1, y2, 0.0);",,,,,,,,,,,
1177,%403 = OpLoad %float %y0,,,,,,,,0,,,
1178,OpStore %param %403,,,,,,,,0,,,
1179,%405 = OpLoad %float %y1,,,,,,,,0,,,
1180,OpStore %param_0 %405,,,,,,,,0,,,
1181,%407 = OpLoad %float %y2,,,,,,,,0,,,
1182,OpStore %param_1 %407,,,,,,,,0,,,
1183,OpStore %param_2 %float_0,,,,,,,,0,,,
1184,%409 = OpFunctionCall %float %solve_mono_f1_f1_f1_f1_ %param %param_0 %param_1 %param_2,,,,,,,,0,,,
1185,OpStore %t0 %409,,,,,,,,0,,,
1186,%415 = OpExtInst %void %1 DebugLine %33 %uint_62 %uint_62 %uint_0 %uint_0,,,,,,,,0,,,
1187,%414 = OpExtInst %void %1 DebugDeclare %411 %t1 %44,,,,,,,,0,,,
,"float t1 = solve_mono(y0, y1, y2, h);",,,,,,,,,,,
1188,%417 = OpLoad %float %y0,,,,,,,,0,,,
1189,OpStore %param_3 %417,,,,,,,,0,,,
1190,%419 = OpLoad %float %y1,,,,,,,,0,,,
1191,OpStore %param_4 %419,,,,,,,,0,,,
1192,%421 = OpLoad %float %y2,,,,,,,,0,,,
1193,OpStore %param_5 %421,,,,,,,,0,,,
1194,%423 = OpLoad %float %h,,,,,,,,0,,,
1195,OpStore %param_6 %423,,,,,,,,0,,,
1196,%424 = OpFunctionCall %float %solve_mono_f1_f1_f1_f1_ %param_3 %param_4 %param_5 %param_6,,,,,,,,0,,,
1197,OpStore %t1 %424,,,,,,,,0,,,
1198,%426 = OpExtInst %void %1 DebugLine %33 %uint_63 %uint_63 %uint_0 %uint_0,,,,,,,,0,,,
,if (t0 > t1),73,Math Pipe Throttle,29,Not Selected,27,Wait,12,0,,,31
1199,%425 = OpLoad %float %t0,,,,,,,,0,,,
1200,%428 = OpLoad %float %t1,,,,,,,,0,,,
1201,%429 = OpFOrdGreaterThan %bool %425 %428,46,Math Pipe Throttle,21,Not Selected,19,Wait,5,8,1,,30
1202,OpSelectionMerge %431 None,,,,,,,,0,,,
1203,OpBranchConditional %429 %430 %431,27,Not Selected,8,Math Pipe Throttle,8,Wait,7,5,2,,31
1204,%430 = OpLabel,,,,,,,,0,,,
1205,%438 = OpExtInst %void %1 DebugScope %432,,,,,,,,0,,,
1206,%439 = OpExtInst %void %1 DebugLine %33 %uint_65 %uint_65 %uint_0 %uint_0,,,,,,,,0,,,
1207,%437 = OpExtInst %void %1 DebugDeclare %435 %tmp %44,,,,,,,,0,,,
,float tmp = t0;,,,,,,,,,,,
1208,%440 = OpLoad %float %t0,,,,,,,,0,,,
1209,OpStore %tmp %440,,,,,,,,0,,,
1210,%442 = OpExtInst %void %1 DebugLine %33 %uint_66 %uint_66 %uint_0 %uint_0,,,,,,,,0,,,
,t0 = t1;,,,,,,,,,,,
1211,%441 = OpLoad %float %t1,,,,,,,,0,,,
1212,OpStore %t0 %441,,,,,,,,0,,,
1213,%445 = OpExtInst %void %1 DebugLine %33 %uint_67 %uint_67 %uint_0 %uint_0,,,,,,,,0,,,
,t1 = tmp;,,,,,,,,,,,
1214,%444 = OpLoad %float %tmp,,,,,,,,0,,,
1215,OpStore %t1 %444,,,,,,,,0,,,
1216,OpBranch %431,,,,,,,,0,,,
1217,%431 = OpLabel,,,,,,,,0,,,
1218,%452 = OpExtInst %void %1 DebugScope %69,,,,,,,,0,,,
1219,%453 = OpExtInst %void %1 DebugLine %33 %uint_69 %uint_69 %uint_0 %uint_0,,,,,,,,0,,,
1220,%451 = OpExtInst %void %1 DebugDeclare %448 %ta %44,,,,,,,,0,,,
,"float ta = clamp(solve_mono(x0, x1, x2, 0.0), t0, t1);",6,Wait,4,Not Selected,1,Selected,1,0,,,31
1221,%455 = OpLoad %float %x0,,,,,,,,0,,,
1222,OpStore %param_7 %455,,,,,,,,0,,,
1223,%457 = OpLoad %float %x1,,,,,,,,0,,,
1224,OpStore %param_8 %457,,,,,,,,0,,,
1225,%459 = OpLoad %float %x2,,,,,,,,0,,,
1226,OpStore %param_9 %459,,,,,,,,0,,,
1227,OpStore %param_10 %float_0,,,,,,,,0,,,
1228,%461 = OpFunctionCall %float %solve_mono_f1_f1_f1_f1_ %param_7 %param_8 %param_9 %param_10,,,,,,,,0,,,
1229,%462 = OpLoad %float %t0,,,,,,,,0,,,
1230,%463 = OpLoad %float %t1,,,,,,,,0,,,
1231,%464 = OpExtInst %float %4 FClamp %461 %462 %463,6,Wait,4,Not Selected,1,Selected,1,0,2,,31
1232,OpStore %ta %464,,,,,,,,0,,,
1233,%470 = OpExtInst %void %1 DebugLine %33 %uint_70 %uint_70 %uint_0 %uint_0,,,,,,,,0,,,
1234,%469 = OpExtInst %void %1 DebugDeclare %466 %tb %44,,,,,,,,0,,,
,"float tb = clamp(solve_mono(x0, x1, x2, w), t0, t1);",5,Selected,4,Dispatch Stall,1,,,0,,,33
1235,%472 = OpLoad %float %x0,,,,,,,,0,,,
1236,OpStore %param_11 %472,,,,,,,,0,,,
1237,%474 = OpLoad %float %x1,,,,,,,,0,,,
1238,OpStore %param_12 %474,,,,,,,,0,,,
1239,%476 = OpLoad %float %x2,,,,,,,,0,,,
1240,OpStore %param_13 %476,,,,,,,,0,,,
1241,%478 = OpLoad %float %w,,,,,,,,0,,,
1242,OpStore %param_14 %478,,,,,,,,0,,,
1243,%479 = OpFunctionCall %float %solve_mono_f1_f1_f1_f1_ %param_11 %param_12 %param_13 %param_14,,,,,,,,0,,,
1244,%480 = OpLoad %float %t0,,,,,,,,0,,,
1245,%481 = OpLoad %float %t1,,,,,,,,0,,,
1246,%482 = OpExtInst %float %4 FClamp %479 %480 %481,5,Selected,4,Dispatch Stall,1,,,0,2,,33
1247,OpStore %tb %482,,,,,,,,0,,,
1248,%484 = OpExtInst %void %1 DebugLine %33 %uint_71 %uint_71 %uint_0 %uint_0,,,,,,,,0,,,
,if (ta > tb),45,Not Selected,15,Math Pipe Throttle,15,Wait,11,0,,,34
1249,%483 = OpLoad %float %ta,,,,,,,,0,,,
1250,%486 = OpLoad %float %tb,,,,,,,,0,,,
1251,%487 = OpFOrdGreaterThan %bool %483 %486,23,Math Pipe Throttle,9,Not Selected,8,Wait,5,0,1,,33
1252,OpSelectionMerge %489 None,,,,,,,,0,,,
1253,OpBranchConditional %487 %488 %489,22,Not Selected,7,Wait,6,Math Pipe Throttle,6,0,2,,34
1254,%488 = OpLabel,,,,,,,,0,,,
1255,%495 = OpExtInst %void %1 DebugScope %490,,,,,,,,0,,,
1256,%496 = OpExtInst %void %1 DebugLine %33 %uint_73 %uint_73 %uint_0 %uint_0,,,,,,,,0,,,
1257,%494 = OpExtInst %void %1 DebugDeclare %493 %tmp_0 %44,,,,,,,,0,,,
,float tmp = ta;,,,,,,,,,,,
1258,%497 = OpLoad %float %ta,,,,,,,,0,,,
1259,OpStore %tmp_0 %497,,,,,,,,0,,,
1260,%499 = OpExtInst %void %1 DebugLine %33 %uint_74 %uint_74 %uint_0 %uint_0,,,,,,,,0,,,
,ta = tb;,,,,,,,,,,,
1261,%498 = OpLoad %float %tb,,,,,,,,0,,,
1262,OpStore %ta %498,,,,,,,,0,,,
1263,%502 = OpExtInst %void %1 DebugLine %33 %uint_75 %uint_75 %uint_0 %uint_0,,,,,,,,0,,,
,tb = tmp;,,,,,,,,,,,
1264,%501 = OpLoad %float %tmp_0,,,,,,,,0,,,
1265,OpStore %tb %501,,,,,,,,0,,,
1266,OpBranch %489,,,,,,,,0,,,
1267,%489 = OpLabel,,,,,,,,0,,,
1268,%509 = OpExtInst %void %1 DebugScope %69,,,,,,,,0,,,
1269,%510 = OpExtInst %void %1 DebugLine %33 %uint_78 %uint_78 %uint_0 %uint_0,,,,,,,,0,,,
1270,%508 = OpExtInst %void %1 DebugDeclare %505 %ax %44,,,,,,,,0,,,
,"float ax = x0 - 2.0 * x1 + x2, bx = 2.0 * (x1 - x0);",,,,,,,,,,,
1271,%511 = OpLoad %float %x0,,,,,,,,0,,,
1272,%512 = OpLoad %float %x1,,,,,,,,0,,,
1273,%513 = OpFMul %float %float_2 %512,,,,,,,,0,,,
1274,%514 = OpFSub %float %511 %513,,,,,,,,0,,,
1275,%515 = OpLoad %float %x2,,,,,,,,0,,,
1276,%516 = OpFAdd %float %514 %515,,,,,,,,0,,,
1277,OpStore %ax %516,,,,,,,,0,,,
1278,%520 = OpExtInst %void %1 DebugDeclare %518 %bx %44,,,,,,,,0,,,
1279,%521 = OpLoad %float %x1,,,,,,,,0,,,
1280,%522 = OpLoad %float %x0,,,,,,,,0,,,
1281,%523 = OpFSub %float %521 %522,,,,,,,,0,,,
1282,%524 = OpFMul %float %float_2 %523,,,,,,,,0,,,
1283,OpStore %bx %524,,,,,,,,0,,,
1284,%530 = OpExtInst %void %1 DebugLine %33 %uint_79 %uint_79 %uint_0 %uint_0,,,,,,,,0,,,
1285,%529 = OpExtInst %void %1 DebugDeclare %526 %ay %44,,,,,,,,0,,,
,"float ay = y0 - 2.0 * y1 + y2, by = 2.0 * (y1 - y0);",,,,,,,,,,,
1286,%531 = OpLoad %float %y0,,,,,,,,0,,,
1287,%532 = OpLoad %float %y1,,,,,,,,0,,,
1288,%533 = OpFMul %float %float_2 %532,,,,,,,,0,,,
1289,%534 = OpFSub %float %531 %533,,,,,,,,0,,,
1290,%535 = OpLoad %float %y2,,,,,,,,0,,,
1291,%536 = OpFAdd %float %534 %535,,,,,,,,0,,,
1292,OpStore %ay %536,,,,,,,,0,,,
1293,%540 = OpExtInst %void %1 DebugDeclare %538 %by %44,,,,,,,,0,,,
1294,%541 = OpLoad %float %y1,,,,,,,,0,,,
1295,%542 = OpLoad %float %y0,,,,,,,,0,,,
1296,%543 = OpFSub %float %541 %542,,,,,,,,0,,,
1297,%544 = OpFMul %float %float_2 %543,,,,,,,,0,,,
1298,OpStore %by %544,,,,,,,,0,,,
1299,%550 = OpExtInst %void %1 DebugLine %33 %uint_80 %uint_80 %uint_0 %uint_0,,,,,,,,0,,,
1300,%549 = OpExtInst %void %1 DebugDeclare %546 %xs %44,,,,,,,,0,,,
,"float xs = clamp((ax * t0 + bx) * t0 + x0, 0.0, w);",7,Selected,5,Wait,2,,,0,,,34
1301,%551 = OpLoad %float %ax,,,,,,,,0,,,
1302,%552 = OpLoad %float %t0,,,,,,,,0,,,
1303,%553 = OpFMul %float %551 %552,,,,,,,,0,,,
1304,%554 = OpLoad %float %bx,,,,,,,,0,,,
1305,%555 = OpFAdd %float %553 %554,1,Selected,1,,,,,0,1,,30
1306,%556 = OpLoad %float %t0,,,,,,,,0,,,
1307,%557 = OpFMul %float %555 %556,,,,,,,,0,,,
1308,%558 = OpLoad %float %x0,,,,,,,,0,,,
1309,%559 = OpFAdd %float %557 %558,2,Selected,2,,,,,0,1,,34
1310,%560 = OpLoad %float %w,,,,,,,,0,,,
1311,%561 = OpExtInst %float %4 FClamp %559 %float_0 %560,4,Selected,2,Wait,2,,,0,2,,27
1312,OpStore %xs %561,,,,,,,,0,,,
1313,%567 = OpExtInst %void %1 DebugLine %33 %uint_81 %uint_81 %uint_0 %uint_0,,,,,,,,0,,,
1314,%566 = OpExtInst %void %1 DebugDeclare %563 %ys %44,,,,,,,,0,,,
,"float ys = clamp((ay * t0 + by) * t0 + y0, 0.0, h);",7,Selected,4,Wait,2,Math Pipe Throttle,1,0,,,34
1315,%568 = OpLoad %float %ay,,,,,,,,0,,,
1316,%569 = OpLoad %float %t0,,,,,,,,0,,,
1317,%570 = OpFMul %float %568 %569,,,,,,,,0,,,
1318,%571 = OpLoad %float %by,,,,,,,,0,,,
1319,%572 = OpFAdd %float %570 %571,,,,,,,,0,1,,31
1320,%573 = OpLoad %float %t0,,,,,,,,0,,,
1321,%574 = OpFMul %float %572 %573,,,,,,,,0,,,
1322,%575 = OpLoad %float %y0,,,,,,,,0,,,
1323,%576 = OpFAdd %float %574 %575,,,,,,,,0,1,,34
1324,%577 = OpLoad %float %h,,,,,,,,0,,,
1325,%578 = OpExtInst %float %4 FClamp %576 %float_0 %577,7,Selected,4,Wait,2,Math Pipe Throttle,1,0,2,,28
1326,OpStore %ys %578,,,,,,,,0,,,
1327,%584 = OpExtInst %void %1 DebugLine %33 %uint_82 %uint_82 %uint_0 %uint_0,,,,,,,,0,,,
1328,%583 = OpExtInst %void %1 DebugDeclare %580 %area %44,,,,,,,,0,,,
,float area = 0.0;,,,,,,,,0,,,
1329,OpStore %area %float_0,,,,,,,,0,,,
1330,%594 = OpExtInst %void %1 DebugLine %33 %uint_83 %uint_83 %uint_0 %uint_0,,,,,,,,0,,,
1331,%593 = OpExtInst %void %1 DebugDeclare %590 %ends %44,,,,,,,,0,,,
,"float ends[3] = float[3](ta, tb, t1);",,,,,,,,,,,
1332,%595 = OpLoad %float %ta,,,,,,,,0,,,
1333,%596 = OpLoad %float %tb,,,,,,,,0,,,
1334,%597 = OpLoad %float %t1,,,,,,,,0,,,
1335,%598 = OpCompositeConstruct %_arr_float_uint_3 %595 %596 %597,,,,,,,,0,,,
1336,OpStore %ends %598,,,,,,,,0,,,
1337,%609 = OpExtInst %void %1 DebugLine %33 %uint_84 %uint_84 %uint_0 %uint_0,,,,,,,,0,,,
1338,%608 = OpExtInst %void %1 DebugDeclare %605 %k %44,,,,,,,,0,,,
,for (int k = 0; k < 3; k++),,,,,,,,,,,
1339,OpStore %k %int_0,,,,,,,,0,,,
1340,OpBranch %611,,,,,,,,0,,,
1341,%611 = OpLabel,,,,,,,,0,,,
1342,%615 = OpExtInst %void %1 DebugScope %69,,,,,,,,0,,,
1343,%616 = OpExtInst %void %1 DebugLine %33 %uint_84 %uint_84 %uint_0 %uint_0,,,,,,,,0,,,
1344,OpLoopMerge %613 %614 None,,,,,,,,0,,,
1345,OpBranch %617,,,,,,,,0,,,
1346,%617 = OpLabel,,,,,,,,0,,,
1347,%619 = OpExtInst %void %1 DebugScope %69,,,,,,,,0,,,
1348,%620 = OpExtInst %void %1 DebugLine %33 %uint_84 %uint_84 %uint_0 %uint_0,,,,,,,,0,,,
1349,%618 = OpLoad %int %k,,,,,,,,0,,,
1350,%622 = OpSLessThan %bool %618 %int_3,,,,,,,,0,,,
1351,OpBranchConditional %622 %612 %613,,,,,,,,0,,,
1352,%612 = OpLabel,,,,,,,,0,,,
1353,%628 = OpExtInst %void %1 DebugScope %69,,,,,,,,0,,,
1354,%629 = OpExtInst %void %1 DebugLine %33 %uint_86 %uint_86 %uint_0 %uint_0,,,,,,,,0,,,
1355,%627 = OpExtInst %void %1 DebugDeclare %624 %te %44,,,,,,,,0,,,
,float te = ends[k];,,,,,,,,,,,
1356,%630 = OpLoad %int %k,,,,,,,,0,,,
1357,%631 = OpAccessChain %_ptr_Function_float %ends %630,,,,,,,,0,,,
1358,%632 = OpLoad %float %631,,,,,,,,0,,,
1359,OpStore %te %632,,,,,,,,0,,,
1360,%638 = OpExtInst %void %1 DebugLine %33 %uint_87 %uint_87 %uint_0 %uint_0,,,,,,,,0,,,
1361,%637 = OpExtInst %void %1 DebugDeclare %634 %xe %44,,,,,,,,0,,,
,"float xe = clamp((ax * te + bx) * te + x0, 0.0, w);",72,Not Selected,28,Selected,17,Math Pipe Throttle,13,0,,,33
1362,%639 = OpLoad %float %ax,,,,,,,,0,,,
1363,%640 = OpLoad %float %te,,,,,,,,0,,,
1364,%641 = OpFMul %float %639 %640,,,,,,,,0,,,
1365,%642 = OpLoad %float %bx,,,,,,,,0,,,
1366,%643 = OpFAdd %float %641 %642,6,Selected,5,Dispatch Stall,1,,,0,3,,32
1367,%644 = OpLoad %float %te,,,,,,,,0,,,
1368,%645 = OpFMul %float %643 %644,,,,,,,,0,,,
1369,%646 = OpLoad %float %x0,,,,,,,,0,,,
1370,%647 = OpFAdd %float %645 %646,6,Selected,4,Dispatch Stall,2,,,0,3,,33
1371,%648 = OpLoad %float %w,,,,,,,,0,,,
1372,%649 = OpExtInst %float %4 FClamp %647 %float_0 %648,60,Not Selected,28,Math Pipe Throttle,13,Wait,10,8,6,,28
1373,OpStore %xe %649,,,,,,,,0,,,
1374,%655 = OpExtInst %void %1 DebugLine %33 %uint_88 %uint_88 %uint_0 %uint_0,,,,,,,,0,,,
1375,%654 = OpExtInst %void %1 DebugDeclare %651 %ye %44,,,,,,,,0,,,
,"float ye = clamp((ay * te + by) * te + y0, 0.0, h);",27,Selected,19,Wait,3,Not Selected,2,0,,,33
1376,%656 = OpLoad %float %ay,,,,,,,,0,,,
1377,%657 = OpLoad %float %te,,,,,,,,0,,,
1378,%658 = OpFMul %float %656 %657,,,,,,,,0,,,
1379,%659 = OpLoad %float %by,,,,,,,,0,,,
1380,%660 = OpFAdd %float %658 %659,6,Selected,5,Dispatch Stall,1,,,0,3,,33
1381,%661 = OpLoad %float %te,,,,,,,,0,,,
1382,%662 = OpFMul %float %660 %661,,,,,,,,0,,,
1383,%663 = OpLoad %float %y0,,,,,,,,0,,,
1384,%664 = OpFAdd %float %662 %663,5,Selected,5,,,,,0,3,,32
1385,%665 = OpLoad %float %h,,,,,,,,0,,,
1386,%666 = OpExtInst %float %4 FClamp %664 %float_0 %665,16,Selected,9,Wait,3,Not Selected,2,0,6,,28
1387,OpStore %ye %666,,,,,,,,0,,,
1388,%668 = OpExtInst %void %1 DebugLine %33 %uint_89 %uint_89 %uint_0 %uint_0,,,,,,,,0,,,
,area += (ye - ys) * (2.0 * w - xs - xe) * 0.5;,44,Selected,22,Wait,13,Not Selected,8,0,,,29
1389,%667 = OpLoad %float %ye,,,,,,,,0,,,
1390,%670 = OpLoad %float %ys,,,,,,,,0,,,
1391,%671 = OpFSub %float %667 %670,10,Selected,5,Wait,4,Not Selected,1,0,3,,28
1392,%672 = OpLoad %float %w,,,,,,,,0,,,
1393,%673 = OpFMul %float %float_2 %672,,,,,,,,0,,,
1394,%674 = OpLoad %float %xs,,,,,,,,0,,,
1395,%675 = OpFSub %float %673 %674,5,Selected,5,,,,,0,3,,29
1396,%676 = OpLoad %float %xe,,,,,,,,0,,,
1397,%677 = OpFSub %float %675 %676,10,Selected,7,Wait,2,Not Selected,1,0,3,,29
1398,%678 = OpFMul %float %671 %677,,,,,,,,0,1,,27
1399,%680 = OpFMul %float %678 %float_0_5,,,,,,,,0,,,
1400,%681 = OpLoad %float %area,,,,,,,,0,,,
1401,%682 = OpFAdd %float %681 %680,19,Wait,7,Not Selected,6,Selected,5,0,3,,25
1402,OpStore %area %682,,,,,,,,0,,,
1403,%684 = OpExtInst %void %1 DebugLine %33 %uint_90 %uint_90 %uint_0 %uint_0,,,,,,,,0,,,
,xs = xe;,,,,,,,,,,,
1404,%683 = OpLoad %float %xe,,,,,,,,0,,,
1405,OpStore %xs %683,,,,,,,,0,,,
1406,%687 = OpExtInst %void %1 DebugLine %33 %uint_91 %uint_91 %uint_0 %uint_0,,,,,,,,0,,,
,ys = ye;,,,,,,,,,,,
1407,%686 = OpLoad %float %ye,,,,,,,,0,,,
1408,OpStore %ys %686,,,,,,,,0,,,
1409,OpBranch %614,,,,,,,,0,,,
1410,%614 = OpLabel,,,,,,,,0,,,
1411,%690 = OpExtInst %void %1 DebugScope %69,,,,,,,,0,,,
1412,%691 = OpExtInst %void %1 DebugLine %33 %uint_84 %uint_84 %uint_0 %uint_0,,,,,,,,0,,,
,for (int k = 0; k < 3; k++),,,,,,,,,,,
1413,%689 = OpLoad %int %k,,,,,,,,0,,,
1414,%693 = OpIAdd %int %689 %int_1,,,,,,,,0,,,
1415,OpStore %k %693,,,,,,,,0,,,
1416,OpBranch %611,,,,,,,,0,,,
1417,%613 = OpLabel,,,,,,,,0,,,
1418,%695 = OpExtInst %void %1 DebugScope %69,,,,,,,,0,,,
1419,%696 = OpExtInst %void %1 DebugLine %33 %uint_93 %uint_93 %uint_0 %uint_0,,,,,,,,0,,,
,return area;,,,,,,,,,,,
1420,%694 = OpLoad %float %area,,,,,,,,0,,,
1421,OpReturnValue %694,,,,,,,,0,,,
1422,OpFunctionEnd,,,,,,,,0,,,
1423,%window_sum_struct_GlyphEntry_u1_u1_vf2_vf2_f1_u11_vf2_vf2_ = OpFunction %float None %121,,,,,,,,0,,,
1424,%g = OpFunctionParameter %_ptr_Function_GlyphEntry,,,,,,,,0,,,
1425,%wpos = OpFunctionParameter %_ptr_Function_v2float,,,,,,,,0,,,
1426,%wdim = OpFunctionParameter %_ptr_Function_v2float,,,,,,,,0,,,
1427,%127 = OpLabel,,,,,,,,0,,,
1428,%i = OpVariable %_ptr_Function_uint Function,,,,,,,,0,,,
1429,%p0 = OpVariable %_ptr_Function_v2float Function,,,,,,,,0,,,
1430,%area_0 = OpVariable %_ptr_Function_float Function,,,,,,,,0,,,
1431,%c_0 = OpVariable %_ptr_Function_uint Function,,,,,,,,0,,,
1432,%p1 = OpVariable %_ptr_Function_v2float Function,,,,,,,,0,,,
1433,%p2 = OpVariable %_ptr_Function_v2float Function,,,,,,,,0,,,
1434,%param_15 = OpVariable %_ptr_Function_float Function,,,,,,,,0,,,
1435,%param_16 = OpVariable %_ptr_Function_float Function,,,,,,,,0,,,
1436,%param_17 = OpVariable %_ptr_Function_float Function,,,,,,,,0,,,
1437,%param_18 = OpVariable %_ptr_Function_float Function,,,,,,,,0,,,
1438,%param_19 = OpVariable %_ptr_Function_float Function,,,,,,,,0,,,
1439,%param_20 = OpVariable %_ptr_Function_float Function,,,,,,,,0,,,
1440,%param_21 = OpVariable %_ptr_Function_float Function,,,,,,,,0,,,
1441,%param_22 = OpVariable %_ptr_Function_float Function,,,,,,,,0,,,
1442,%133 = OpExtInst %void %1 DebugScope %129,,,,,,,,0,,,
1443,%134 = OpExtInst %void %1 DebugLine %33 %uint_98 %uint_98 %uint_0 %uint_0,,,,,,,,0,,,
1444,%132 = OpExtInst %void %1 DebugDeclare %130 %g %44,,,,,,,,0,,,
1445,%137 = OpExtInst %void %1 DebugDeclare %135 %wpos %44,,,,,,,,0,,,
1446,%140 = OpExtInst %void %1 DebugDeclare %138 %wdim %44,,,,,,,,0,,,
1447,%703 = OpExtInst %void %1 DebugFunctionDefinition %129 %window_sum_struct_GlyphEntry_u1_u1_vf2_vf2_f1_u11_vf2_vf2_,,,,,,,,0,,,
1448,%709 = OpExtInst %void %1 DebugLine %33 %uint_100 %uint_100 %uint_0 %uint_0,,,,,,,,0,,,
1449,%708 = OpExtInst %void %1 DebugDeclare %705 %i %44,,,,,,,,0,,,
,uint i = g.pointOffset;,,,,,,,,,,,
1450,%710 = OpAccessChain %_ptr_Function_uint %g %int_0,,,,,,,,0,,,
1451,%711 = OpLoad %uint %710,,,,,,,,0,,,
1452,OpStore %i %711,,,,,,,,0,,,
1453,%717 = OpExtInst %void %1 DebugLine %33 %uint_101 %uint_101 %uint_0 %uint_0,,,,,,,,0,,,
1454,%716 = OpExtInst %void %1 DebugDeclare %713 %p0 %44,,,,,,,,0,,,
,vec2 p0 = unpackHalf2x16(points[i]) - wpos;,1363,Wait,1044,Selected,269,Long Scoreboard,36,0,,,22
1455,%731 = OpLoad %uint %i,,,,,,,,0,,,
1456,%734 = OpAccessChain %_ptr_StorageBuffer_uint %_ %int_0 %731,,,,,,,,0,,,
1457,%735 = OpLoad %uint %734,1311,Wait,1041,Selected,265,Math Pipe Throttle,3,207.7826086956522,4,36,15
1458,%736 = OpExtInst %v2float %4 UnpackHalf2x16 %735,41,Long Scoreboard,36,Not Selected,3,Selected,1,8.292682926829269,2,,22
1459,%737 = OpLoad %v2float %wpos,,,,,,,,0,,,
1460,%738 = OpFSub %v2float %736 %737,11,Not Selected,6,Selected,3,Wait,2,0,2,,22
1461,OpStore %p0 %738,,,,,,,,0,,,
1462,%740 = OpExtInst %void %1 DebugLine %33 %uint_102 %uint_102 %uint_0 %uint_0,,,,,,,,0,,,
,i++;,,,,,,,,,,,
1463,%739 = OpLoad %uint %i,,,,,,,,0,,,
1464,%742 = OpIAdd %uint %739 %int_1,,,,,,,,0,,,
1465,OpStore %i %742,,,,,,,,0,,,
1466,%747 = OpExtInst %void %1 DebugLine %33 %uint_103 %uint_103 %uint_0 %uint_0,,,,,,,,0,,,
1467,%746 = OpExtInst %void %1 DebugDeclare %744 %area_0 %44,,,,,,,,0,,,
,float area = 0.0;,,,,,,,,0,,,
1468,OpStore %area_0 %float_0,,,,,,,,0,,,
1469,%752 = OpExtInst %void %1 DebugLine %33 %uint_104 %uint_104 %uint_0 %uint_0,,,,,,,,0,,,
1470,%751 = OpExtInst %void %1 DebugDeclare %749 %c_0 %44,,,,,,,,0,,,
,for (uint c = 0u; c < g.curveCount; c++),226,Selected,68,Branch Resolving,48,No Instructions,41,0,,,24
1471,OpStore %c_0 %uint_0,,,,,,,,0,,,
1472,OpBranch %753,,,,,,,,0,,,
1473,%753 = OpLabel,,,,,,,,0,,,
1474,%757 = OpExtInst %void %1 DebugScope %129,,,,,,,,0,,,
1475,%758 = OpExtInst %void %1 DebugLine %33 %uint_104 %uint_104 %uint_0 %uint_0,,,,,,,,0,,,
1476,OpLoopMerge %755 %756 None,,,,,,,,0,,,
1477,OpBranch %759,,,,,,,,0,,,
1478,%759 = OpLabel,,,,,,,,0,,,
1479,%761 = OpExtInst %void %1 DebugScope %129,,,,,,,,0,,,
1480,%762 = OpExtInst %void %1 DebugLine %33 %uint_104 %uint_104 %uint_0 %uint_0,,,,,,,,0,,,
1481,%760 = OpLoad %uint %c_0,,,,,,,,0,,,
1482,%763 = OpAccessChain %_ptr_Function_uint %g %int_1,,,,,,,,0,,,
1483,%764 = OpLoad %uint %763,,,,,,,,0,,,
1484,%765 = OpULessThan %bool %760 %764,16,Selected,16,,,,,0,1,,24
1485,OpBranchConditional %765 %754 %755,210,Selected,52,Branch Resolving,48,No Instructions,41,24.433333333333334,7,,22
